	FT01DA	FT02DA	FT04DA	FT01nDA	FT02nDA	FT04nDA
Sowahb|Sowahb	506	683	0	184	74	8
Mir6415|Mir6415	0	0	0	0	1	0
Scarb2|Scarb2	11565	7962	13915	8477	8847	11318
Shroom3|Shroom3	70	9	342	277	205	119
Mir1961|Mir1961	0	0	0	0	0	0
Gm42115|Gm42115	274	17	194	44	30	27
Ccng2|Ccng2	1303	1365	1189	853	900	1186
Sept11|Sept11	4002	2339	5643	5090	5851	5552
Ccni|Ccni	2689	2525	3694	2545	4088	2482
2010109A12Rik|2010109A12Rik	115	133	33	60	39	47
Cnot6l|Cnot6l	5084	3081	2414	1818	2095	2181
Mrpl1|Mrpl1	822	1195	1538	493	977	522
Anxa3|Anxa3	283	0	313	594	1039	614
Fras1|Fras1	2399	666	1842	2200	1854	1289
Gm33050|Gm33050	0	147	71	150	85	91
Gm32995|Gm32995	0	0	0	6	0	0
Gm33609|Gm33609	0	0	0	12	28	41
Bmp2k|Bmp2k	559	142	248	989	1187	691
Paqr3|Paqr3	4066	3918	5640	1762	3038	2209
Gm9484|Gm9484	207	0	200	52	52	12
Gm33911|Gm33911	0	122	180	41	28	35
Naa11|Naa11	78	221	29	33	18	144
Prdm8|Prdm8	13	0	73	40	48	98
Gm34285|Gm34285	1	0	0	27	42	64
Fgf5|Fgf5	0	125	0	83	66	238
Gm34563|Gm34563	0	0	0	0	4	0
Bmp3|Bmp3	747	908	719	286	399	388
Gm42123|Gm42123	0	0	0	19	0	0
1700007G11Rik|1700007G11Rik	0	0	21	25	7	8
Gm34475|Gm34475	0	0	0	6	0	2
Gm42122|Gm42122	0	0	0	11	0	4
Mir703|Mir703	48	38	32	12	20	24
Prkg2|Prkg2	545	415	511	779	548	512
Gm42124|Gm42124	365	0	0	87	105	11
Gm38413|Gm38413	137	0	40	114	69	89
Gm35394|Gm35394	0	0	0	196	91	91
Gm35314|Gm35314	305	588	706	1941	2497	1211
Gm35253|Gm35253	0	0	26	101	65	62
Gm35172|Gm35172	0	0	13	28	8	15
Gm16227|Gm16227	0	0	0	0	0	0
LOC102638465|LOC102638465	0	0	161	60	64	99
Gm16226|Gm16226	58	0	23	53	76	47
Rasgef1b|Rasgef1b	710	499	907	816	1013	753
A930011G23Rik|A930011G23Rik	819	247	637	929	343	645
Gm42125|Gm42125	57	25	59	432	141	383
Gm38691|Gm38691	0	0	0	66	44	57
Hnrnpd|Hnrnpd	2537	1441	1667	1752	2717	2004
Gm42127|Gm42127	81	942	927	450	478	492
Hnrnpdl|Hnrnpdl	9298	2453	5840	13400	13926	12143
Enoph1|Enoph1	903	166	598	1501	1800	1203
Tmem150c|Tmem150c	7585	3724	6704	3274	2137	3662
Gm36167|Gm36167	46	194	0	100	72	140
Tmem150cos|Tmem150cos	14	0	202	40	68	92
Sec31a|Sec31a	2862	1411	2443	3999	2558	2678
5430416N02Rik|5430416N02Rik	53	303	346	119	245	163
Lin54|Lin54	503	270	828	412	595	587
Cops4|Cops4	1753	1447	1556	1586	2182	1591
Coq2|Coq2	2554	1955	3692	2234	1810	1602
Helq|Helq	3980	3092	1657	3965	2936	2873
Fam175a|Fam175a	1591	475	1198	1248	1666	1003
LOC108169057|LOC108169057	0	0	0	8	6	6
Mrps18c|Mrps18c	1026	511	626	456	742	443
Agpat9|Agpat9	4843	4273	3710	970	1353	1165
Cds1|Cds1	4118	1943	2461	3926	4586	2933
Wdfy3|Wdfy3	4870	2040	7029	6007	8047	9234
LOC108169124|LOC108169124	49	20	157	145	110	109
Gm42135|Gm42135	69	0	74	60	63	23
Gm29707|Gm29707	0	0	58	33	53	9
Arhgap24|Arhgap24	1348	1209	874	1222	1269	996
Gm30396|Gm30396	91	20	26	65	67	99
Mapk10|Mapk10	4828	3024	4859	4386	4030	4142
Aff1|Aff1	206	651	117	658	332	364
Ptpn13|Ptpn13	100	151	317	734	658	554
Klhl8|Klhl8	1061	194	796	735	566	650
Gm42139|Gm42139	1231	650	1381	902	1049	817
Hsd17b11|Hsd17b11	71	137	75	194	302	161
Gm17660|Gm17660	0	0	3	9	18	0
Nudt9|Nudt9	3592	2510	2869	2144	1912	1948
Mir5619|Mir5619	18	21	7	21	9	20
Sparcl1|Sparcl1	47824	18852	37646	85719	133820	78081
Pkd2|Pkd2	1398	571	529	2354	4056	2198
Spp1|Spp1	25202	9702	12891	12717	25940	9624
BC005561|BC005561	5476	3033	3683	4367	4466	3335
D930016D06Rik|D930016D06Rik	1422	841	1517	2349	3570	2540
Gm20385|Gm20385	0	0	0	25	0	16
Zfp33b|Zfp33b	481	204	333	494	563	436
Zfp951|Zfp951	25	745	29	188	206	59
Gbp9|Gbp9	0	600	0	259	474	131
Lrrc8b|Lrrc8b	502	667	521	1484	2090	1970
Lrrc8c|Lrrc8c	5415	2016	3484	1476	1884	2597
D830014E11Rik|D830014E11Rik	0	0	0	0	18	0
Lrrc8d|Lrrc8d	1969	711	1070	1293	1714	1632
Rps15a-ps5|Rps15a-ps5	0	0	2	0	1	0
Gm42166|Gm42166	45	11	590	422	573	281
Gm33151|Gm33151	0	0	0	19	12	0
Zfp326|Zfp326	2184	1133	1938	1456	1609	1316
Gm28050|Gm28050	0	0	0	5	19	15
Gm33283|Gm33283	0	0	0	20	11	0
Gm8350|Gm8350	89	20	114	148	150	147
Zfp644|Zfp644	1491	1845	2304	2092	1581	1772
Hfm1|Hfm1	724	638	572	591	750	538
Cdc7|Cdc7	1107	685	1874	4841	3618	4470
Tgfbr3|Tgfbr3	2692	1237	3300	1713	1823	2565
A830010M20Rik|A830010M20Rik	803	731	3172	2651	2934	2427
Brdt|Brdt	487	160	366	763	1187	759
Gm17202|Gm17202	104	272	148	105	181	111
Ephx4|Ephx4	985	206	971	312	311	473
Lpcat2b|Lpcat2b	0	0	0	0	0	0
Gm33885|Gm33885	66	146	374	400	473	319
Btbd8|Btbd8	380	490	432	887	662	651
1700028K03Rik|1700028K03Rik	173	398	105	400	320	232
Glmn|Glmn	2051	1769	1554	1601	1502	1281
Rpap2|Rpap2	595	298	692	714	868	625
A930041C12Rik|A930041C12Rik	0	89	16	12	20	4
Evi5|Evi5	10898	10055	7178	5849	6972	5670
Ube2d2b|Ube2d2b	0	0	42	58	31	46
Gm42149|Gm42149	0	0	36	3	3	14
Rpl5|Rpl5	4341	1617	2865	1638	2237	1791
Fam69a|Fam69a	7087	6454	7031	3698	4760	4326
Mtf2|Mtf2	5731	5194	4746	6535	8323	5048
Dr1|Dr1	1759	1801	935	549	778	683
Tmed5|Tmed5	4542	4176	6916	2988	5319	3252
Ccdc18|Ccdc18	0	227	14	79	174	178
9330198I05Rik|9330198I05Rik	257	0	77	386	512	200
Pigg|Pigg	1679	721	1791	1327	1822	1941
Gm10419|Gm10419	4360	3107	2894	3037	2056	2833
Gm34254|Gm34254	0	0	0	0	0	0
Gm34204|Gm34204	0	0	0	6	0	0
Pde6b|Pde6b	0	123	102	75	67	95
Atp5k|Atp5k	3121	1538	1911	1091	1508	892
Pcgf3|Pcgf3	1815	439	1170	1051	873	1275
Cplx1|Cplx1	17374	3967	13453	4899	3939	4792
LOC108169102|LOC108169102	169	0	0	33	34	15
Gm8493|Gm8493	738	359	161	356	452	294
Crlf2|Crlf2	1668	79	512	427	368	477
4930522L14Rik|4930522L14Rik	624	634	791	818	1122	523
Gak|Gak	6912	4366	5670	7166	2758	4304
Tmem175|Tmem175	9433	6457	7405	6819	8503	5523
Dgkq|Dgkq	8405	3567	3862	6355	2978	5423
Idua|Idua	2200	1786	2903	3518	1661	3396
Slc26a1|Slc26a1	0	127	38	318	239	233
Fgfrl1|Fgfrl1	262	0	159	406	358	434
Gm42151|Gm42151	0	89	25	22	90	46
LOC108169061|LOC108169061	0	0	0	0	0	0
Gm35089|Gm35089	46	55	30	33	21	25
LOC105246961|LOC105246961	706	580	250	553	609	636
Gm26808|Gm26808	91	126	147	140	342	262
Gm15446|Gm15446	538	1223	747	949	1369	882
Zfp932|Zfp932	416	419	1168	1757	2145	1944
Gm35315|Gm35315	19	0	0	24	37	53
LOC102639044|LOC102639044	0	120	0	0	2	0
Zfp605|Zfp605	411	473	277	446	512	480
Plcxd1|Plcxd1	1242	711	1265	831	395	599
Gtpbp6|Gtpbp6	5271	2016	2308	3368	1469	2735
Chfr|Chfr	4869	4320	3641	6400	6124	5509
Gm15787|Gm15787	154	154	106	168	281	229
Golga3|Golga3	990	617	2982	2324	2568	2114
LOC105246962|LOC105246962	46	0	8	29	38	14
Ankle2|Ankle2	4155	2842	5840	3508	4406	5473
Pole|Pole	0	0	34	67	58	56
Pxmp2|Pxmp2	107	89	75	310	484	244
Pgam5|Pgam5	2511	747	1929	1893	1899	1981
Fbrsl1|Fbrsl1	1416	819	549	2896	1302	1754
Galnt9|Galnt9	3974	341	1516	3136	1915	2795
Ddx51|Ddx51	866	0	939	1119	622	1018
Noc4l|Noc4l	745	0	712	867	842	785
Ulk1|Ulk1	541	435	613	1325	936	1058
Hscb|Hscb	866	376	597	313	379	279
Ep400|Ep400	8099	4558	6192	7509	4703	5666
Pus1|Pus1	1129	334	569	991	1605	668
Mir7026|Mir7026	0	0	4	27	36	22
Gm15559|Gm15559	608	254	481	340	456	370
Gm26515|Gm26515	139	18	0	41	14	19
Chek2|Chek2	647	134	107	239	294	222
Ttc28|Ttc28	886	1488	460	1244	624	1021
Mir701|Mir701	0	0	0	0	0	0
Gm35628|Gm35628	0	0	0	7	0	13
Gm35973|Gm35973	0	20	15	22	12	0
Pitpnb|Pitpnb	2812	2343	3747	2872	2883	2382
Gm36027|Gm36027	1313	400	709	763	398	250
Mn1|Mn1	2110	1061	2253	1263	1500	1376
C130026L21Rik|C130026L21Rik	220	0	112	208	164	103
Gm29935|Gm29935	0	0	0	0	0	0
Gm36794|Gm36794	69	44	15	10	3	0
Gm36880|Gm36880	0	134	0	3	6	6
Gm42156|Gm42156	38	0	13	7	0	0
Gm30032|Gm30032	0	0	0	8	0	2
1700016B01Rik|1700016B01Rik	0	0	0	0	0	0
1700028D13Rik|1700028D13Rik	0	0	0	0	0	0
Miat|Miat	11472	8379	9269	15302	10957	17793
Tpst2|Tpst2	3842	1298	3080	2473	1881	2389
Srrd|Srrd	132	0	206	263	208	239
Hps4|Hps4	2515	1801	1330	2461	1562	2564
Gm6583|Gm6583	0	0	0	72	17	14
Gm42158|Gm42158	0	0	0	24	9	0
Tfip11|Tfip11	1181	1366	600	1173	553	624
Gm20636|Gm20636	98	0	39	101	30	78
Asphd2|Asphd2	4257	3148	4204	2178	1545	1836
Myo18b|Myo18b	0	0	0	33	58	38
1700095B10Rik|1700095B10Rik	0	0	0	0	0	0
Adrbk2|Adrbk2	936	1775	2838	4184	4280	3353
2900026A02Rik|2900026A02Rik	78	731	158	414	292	648
Gm42161|Gm42161	0	0	7	59	30	67
LOC105246973|LOC105246973	648	791	736	458	192	559
Sez6l|Sez6l	25351	12444	36172	9988	5225	11522
Gm6588|Gm6588	0	73	228	558	219	255
Gm42160|Gm42160	0	136	0	21	12	31
Mir7229|Mir7229	0	0	0	2	1	0
Sgsm1|Sgsm1	2404	1717	3000	4582	2137	3900
Wscd2|Wscd2	2612	297	2704	1753	401	1857
Ficd|Ficd	5604	1763	4302	2618	1714	2792
Sart3|Sart3	861	1955	1477	3763	1383	2791
Iscu|Iscu	5680	1779	3375	3019	4241	2083
Tmem119|Tmem119	1817	3274	1835	9668	9609	6535
Selplg|Selplg	1606	948	2712	8385	13927	6385
Coro1c|Coro1c	2904	1132	1002	3244	1724	2925
Gm42005|Gm42005	176	223	110	203	403	237
Ssh1|Ssh1	988	938	1231	2709	2769	2613
Dao|Dao	242	0	114	117	157	74
Usp30|Usp30	1971	710	1992	1897	1546	1584
Alkbh2|Alkbh2	317	529	359	578	629	349
Ung|Ung	79	0	116	172	125	102
Gm16108|Gm16108	15	82	0	58	39	41
Svop|Svop	16471	10333	13564	6419	2296	7428
Acacb|Acacb	0	35	424	426	159	311
Mmab|Mmab	1201	191	904	1255	769	993
Mvk|Mvk	299	118	721	886	549	518
Foxn4|Foxn4	0	0	0	0	0	0
Myo1h|Myo1h	0	0	10	155	51	93
Kctd10|Kctd10	1405	0	1428	1375	764	980
Ube3b|Ube3b	3517	939	2025	3449	1629	3060
Mir7027|Mir7027	0	0	0	2	0	3
Fam222a|Fam222a	404	28	389	479	122	221
Gm34844|Gm34844	291	0	626	2288	635	1073
Gltp|Gltp	602	1975	623	2274	2535	1662
Gm34931|Gm34931	0	0	0	0	1	0
Tchp|Tchp	1436	542	1409	963	815	866
Mir7028|Mir7028	0	0	0	4	3	2
Git2|Git2	4351	1212	1935	4907	3892	3258
Ankrd13a|Ankrd13a	1312	619	210	1797	1571	1071
4930515G01Rik|4930515G01Rik	0	0	0	19	19	36
1500011B03Rik|1500011B03Rik	4654	3308	3893	2601	3192	2834
LOC105246765|LOC105246765	30	0	0	20	91	56
LOC108169065|LOC108169065	284	0	0	53	99	97
2610524H06Rik|2610524H06Rik	3571	2379	1988	1941	2251	1919
Oasl2|Oasl2	928	0	293	506	603	276
Hnf1a|Hnf1a	169	0	0	69	50	86
Hnf1aos1|Hnf1aos1	0	0	10	0	8	0
2210016L21Rik|2210016L21Rik	6667	2913	2888	4252	5139	3261
Rpl37rt|Rpl37rt	68	39	24	24	31	44
Acads|Acads	1603	416	419	435	318	438
Mlec|Mlec	5459	6745	8093	6282	3914	7462
Sppl3|Sppl3	5626	2974	5895	3058	3342	3133
Unc119b|Unc119b	2272	51	857	1248	668	1393
Gm35465|Gm35465	234	98	46	41	41	86
Cabp1|Cabp1	846	294	386	1087	1173	1113
Gm35515|Gm35515	0	217	0	146	116	75
Pop5|Pop5	2915	1348	2107	1543	1492	1431
Sirt4|Sirt4	888	912	306	969	1238	900
Gm42007|Gm42007	0	0	33	7	26	14
Pxn|Pxn	0	0	303	1142	307	926
Gm13840|Gm13840	0	178	0	82	40	77
Rplp0|Rplp0	8152	2412	3758	1670	2340	1460
Rnf10|Rnf10	977	2445	2674	2323	1373	2340
Srsf9|Srsf9	993	374	1102	963	1506	1484
4930401G09Rik|4930401G09Rik	8	0	0	11	12	4
LOC102639568|LOC102639568	0	0	6	19	25	29
Msi1|Msi1	713	70	695	439	303	521
Coq5|Coq5	1258	436	1191	1774	2051	1111
Dynll1|Dynll1	3178	1321	1958	1550	1523	1567
Gm13830|Gm13830	318	119	217	234	242	110
Gatc|Gatc	1578	57	612	1448	1333	747
Triap1|Triap1	1160	102	347	445	560	238
Cox6a1|Cox6a1	7473	2496	4035	2095	3552	2081
1110006O24Rik|1110006O24Rik	541	91	276	225	226	127
Rab35|Rab35	301	0	239	411	461	351
Mir7030|Mir7030	0	0	0	2	1	4
Gcn1l1|Gcn1l1	2961	1261	5469	4697	1447	4389
Mir7029|Mir7029	1	1	1	3	1	3
Ccdc64|Ccdc64	576	424	597	1993	855	1267
Prkab1|Prkab1	1326	418	342	1384	1124	871
Gm36841|Gm36841	24	0	41	34	23	22
Hspb8|Hspb8	496	0	204	353	386	284
C330018A13Rik|C330018A13Rik	33	0	50	18	17	12
Ccdc60|Ccdc60	84	16	0	47	20	12
Gm36552|Gm36552	0	0	0	25	18	16
Gm36502|Gm36502	0	0	0	15	0	0
Cit|Cit	15267	7925	9872	17248	18767	13367
Gm36185|Gm36185	166	9	53	81	67	76
Gm42008|Gm42008	82	0	54	99	64	42
Gm30028|Gm30028	0	0	0	11	0	20
Srrm4|Srrm4	1909	2266	2509	5452	4127	4623
Gm29843|Gm29843	0	0	0	0	0	0
Gm29926|Gm29926	0	0	0	0	0	0
Srrm4os|Srrm4os	986	1593	1085	2032	2066	1432
Suds3|Suds3	1517	315	553	1120	1232	929
Vsig10|Vsig10	998	225	451	551	489	679
Taok3|Taok3	1105	1942	1664	3964	2589	3199
Pebp1|Pebp1	5894	1770	2438	1324	1937	1290
Gm42012|Gm42012	27	0	0	22	23	0
Wsb2|Wsb2	1685	889	789	861	1042	1111
Rfc5|Rfc5	1418	0	303	328	255	433
LOC102632031|LOC102632031	319	0	58	47	30	115
Nos1|Nos1	186	357	352	1223	968	1101
Gm30360|Gm30360	0	0	0	9	4	14
Gm26995|Gm26995	0	0	0	10	9	15
Ksr2|Ksr2	480	525	1167	2392	1024	2078
Gm42013|Gm42013	0	216	19	384	250	241
Tesc|Tesc	611	0	116	162	151	218
Fbxo21|Fbxo21	4116	2070	3108	4600	2472	4337
Fbxw8|Fbxw8	588	408	475	670	375	330
Gm30466|Gm30466	902	425	639	888	649	591
Gm30657|Gm30657	174	0	107	106	150	105
Rnft2|Rnft2	2286	3759	4180	3107	1285	3545
2410131K14Rik|2410131K14Rik	2855	877	2628	1048	1052	916
Gm27199|Gm27199	188	214	165	314	499	325
Gm31976|Gm31976	0	38	1	30	23	17
Lhx5|Lhx5	583	204	23	797	341	492
Med13l|Med13l	2926	1744	1637	3479	2657	3617
Sdsl|Sdsl	327	255	221	437	374	386
Gm10390|Gm10390	0	0	0	59	34	123
Rbm19|Rbm19	940	178	247	1076	576	742
Slc8b1|Slc8b1	288	263	479	854	355	516
Tpcn1|Tpcn1	438	962	720	1706	1178	1612
Iqcd|Iqcd	221	477	215	243	127	180
Gm38700|Gm38700	13	93	38	122	103	74
Gm38465|Gm38465	34	84	27	29	46	32
Sds|Sds	17	0	169	81	106	136
Plbd2|Plbd2	7920	3225	11652	8304	2898	8249
Rita1|Rita1	2260	2515	1678	1798	1633	1750
Cfap73|Cfap73	0	0	0	35	2	17
Ddx54|Ddx54	248	542	536	889	579	1014
Rasal1|Rasal1	0	614	400	1093	390	1016
Oas2|Oas2	0	0	0	165	112	176
Oas1c|Oas1c	0	0	223	63	36	23
Oas1b|Oas1b	489	39	74	56	86	90
Dtx1|Dtx1	1079	1566	1723	2835	822	2259
Oas1a|Oas1a	115	14	0	95	81	127
Rph3a|Rph3a	4754	1374	4038	4179	2509	4406
Gm32185|Gm32185	0	0	0	17	2	19
Ptpn11|Ptpn11	2486	4259	4260	4981	4587	3817
Rpl6|Rpl6	3559	1316	1844	1281	2641	1127
Gm15800|Gm15800	2080	2740	3968	9195	6811	6847
Trafd1|Trafd1	2774	791	1755	2947	1903	2612
Gm42020|Gm42020	96	330	10	115	131	147
Naa25|Naa25	5707	3563	5717	2992	3742	2369
Erp29|Erp29	14268	8640	14661	6526	6326	5945
Tmem116|Tmem116	17	0	78	89	75	61
Adam1b|Adam1b	0	0	0	1	0	1
Adam1a|Adam1a	164	66	212	642	885	580
Mapkapk5|Mapkapk5	833	565	530	799	472	582
Aldh2|Aldh2	679	795	1740	1745	1255	1178
Acad12|Acad12	496	33	105	156	161	244
Acad10|Acad10	135	55	330	542	639	288
Brap|Brap	1847	371	1375	2482	1949	1844
Fam109a|Fam109a	816	0	631	1038	328	866
Atxn2|Atxn2	2919	2488	3213	4687	4840	3964
Sh2b3|Sh2b3	2870	392	1462	1345	640	1155
Mir7031|Mir7031	11	0	2	16	6	15
Ppp1cc|Ppp1cc	567	93	250	1280	1506	1187
Gm42021|Gm42021	0	0	7	60	0	16
Cux2|Cux2	1649	289	2544	3146	2729	3495
Hvcn1|Hvcn1	0	0	83	624	457	476
Tctn1|Tctn1	1583	480	1615	2365	933	2186
Anapc7|Anapc7	1733	707	1043	1139	870	1163
Rad9b|Rad9b	149	598	460	741	835	760
Gm32853|Gm32853	642	560	395	451	221	352
Pptc7|Pptc7	1514	642	880	1596	1989	1243
Vps29|Vps29	4633	2194	3075	2650	3568	2727
Fam216a|Fam216a	1177	1196	1234	1012	1189	708
Gpn3|Gpn3	736	537	158	455	541	397
Arpc3|Arpc3	2315	770	1080	557	554	655
P2rx7|P2rx7	0	0	130	1882	2523	1960
Mir8115|Mir8115	0	0	0	1	1	1
Ift81|Ift81	2516	1378	953	2484	3055	2058
P2rx4|P2rx4	3125	1880	1539	2877	3419	2648
Camkk2|Camkk2	2263	926	1754	4110	2046	3924
Atp2a2|Atp2a2	38710	23221	32719	20957	25447	24912
Anapc5|Anapc5	11755	5101	9961	17269	13873	12830
Gm33044|Gm33044	394	129	329	90	94	45
Rnf34|Rnf34	2937	2603	1156	2065	2711	1731
A930024E05Rik|A930024E05Rik	43	0	124	186	162	250
Orai1|Orai1	366	118	829	255	426	429
Kdm2b|Kdm2b	1486	822	1317	1801	1122	1894
Gm33118|Gm33118	366	441	305	259	203	269
Tmem120b|Tmem120b	2258	1246	1252	1356	1138	1174
Rhof|Rhof	784	0	944	786	466	948
Setd1b|Setd1b	1763	462	2269	1958	3586	2040
Gm42024|Gm42024	0	0	0	0	0	0
AI480526|AI480526	1455	1140	875	2899	1539	2244
Psmd9|Psmd9	897	233	713	723	1193	609
Gm42025|Gm42025	0	0	15	50	29	66
LOC102641980|LOC102641980	341	164	151	164	241	223
Bcl7a|Bcl7a	709	308	1463	1905	1389	2221
Mlxip|Mlxip	2385	1391	1991	2613	2093	2253
B3gnt4|B3gnt4	0	456	325	161	172	212
Mir7647|Mir7647	0	20	2	1	0	0
Diablo|Diablo	1715	1308	1257	2004	2273	1847
Vps33a|Vps33a	1975	125	2501	2314	1429	2154
Clip1|Clip1	7764	4154	8085	10540	9735	7942
Zcchc8|Zcchc8	727	2302	1304	4636	3847	3462
Rsrc2|Rsrc2	3838	2226	3107	4948	7192	4605
Kntc1|Kntc1	0	9	0	31	51	16
Denr|Denr	1508	1455	866	882	1350	839
Ccdc62|Ccdc62	297	172	132	547	831	326
Hip1r|Hip1r	3941	856	1001	2024	494	1389
LOC108169068|LOC108169068	0	0	0	7	3	8
Mir7032|Mir7032	0	0	0	0	0	0
Vps37b|Vps37b	402	487	870	846	266	980
Gm34086|Gm34086	66	13	0	0	8	0
Abcb9|Abcb9	12107	4881	8984	5934	2480	5556
Ogfod2|Ogfod2	1347	976	1336	1396	942	1492
LOC108169069|LOC108169069	627	988	602	486	329	356
Arl6ip4|Arl6ip4	1573	769	1035	1786	1758	1568
Pitpnm2|Pitpnm2	1220	315	1546	1985	906	2097
Gm34166|Gm34166	0	0	0	24	18	12
Pitpnm2os1|Pitpnm2os1	60	0	163	71	51	91
Cdk2ap1|Cdk2ap1	367	156	204	475	513	291
Mphosph9|Mphosph9	5959	4183	3726	5143	4786	4497
2810006K23Rik|2810006K23Rik	184	970	163	355	293	315
Kmt5a|Kmt5a	1856	278	690	1132	1724	1219
Sbno1|Sbno1	12074	8170	9790	12830	13873	11184
Rilpl2|Rilpl2	361	198	294	463	512	320
Snrnp35|Snrnp35	14	192	191	237	194	188
Rilpl1|Rilpl1	586	693	492	988	690	1412
Tmed2|Tmed2	15477	9688	14375	7748	10475	8148
Ddx55|Ddx55	2092	1711	1937	2974	3180	2009
Eif2b1|Eif2b1	1013	631	516	848	1332	611
Gtf2h3|Gtf2h3	752	1064	1665	1291	1298	1534
Tctn2|Tctn2	1972	761	1304	1052	1003	928
Atp6v0a2|Atp6v0a2	8473	6102	5372	6047	4704	6149
Fam101a|Fam101a	0	0	222	113	73	66
Dnah10|Dnah10	0	0	0	121	147	115
Ccdc92|Ccdc92	3831	2156	2713	2701	1698	2435
Zfp664|Zfp664	2709	748	2427	2632	2473	2552
Gm32585|Gm32585	0	0	0	10	8	0
Gm40324|Gm40324	0	0	0	0	0	7
Scarb1|Scarb1	2317	2223	2220	4670	1689	3771
Gm32701|Gm32701	0	0	0	30	5	0
Ncor2|Ncor2	2604	758	1207	3079	923	3100
Ubc|Ubc	3831	1393	2832	3188	3369	2596
Dhx37|Dhx37	566	983	938	559	441	647
Gm40325|Gm40325	231	144	48	28	120	48
Bri3bp|Bri3bp	7921	7335	5375	4126	4617	5133
Aacs|Aacs	3571	2128	1882	4148	1475	2254
Gm32811|Gm32811	0	122	32	158	102	205
Tmem132b|Tmem132b	7105	3713	9724	3707	4844	4427
Tmem132cos|Tmem132cos	0	0	0	17	6	10
Tmem132c|Tmem132c	2890	1307	2591	1056	1025	744
Slc15a4|Slc15a4	4518	3163	4043	3053	2404	3335
Glt1d1|Glt1d1	536	309	621	324	337	325
Gm33738|Gm33738	235	158	0	303	366	271
Tmem132d|Tmem132d	0	161	42	390	275	118
5930412G12Rik|5930412G12Rik	0	0	20	47	76	24
Fzd10|Fzd10	0	0	0	110	213	67
Rimbp2|Rimbp2	1353	750	1327	2597	1109	2384
Gm34057|Gm34057	149	92	44	39	34	46
Stx2|Stx2	607	268	551	1261	1218	930
Gm38615|Gm38615	0	186	0	23	0	25
Ran|Ran	6021	2639	3917	1867	2364	1632
Mmp17|Mmp17	3102	722	2257	1979	1194	2439
Sfswap|Sfswap	3991	1418	2672	10203	8055	8070
Gm40332|Gm40332	21	0	30	8	6	14
Zfp11|Zfp11	0	223	32	285	437	236
Mrps17|Mrps17	5641	2588	1117	3191	3356	2571
Gbas|Gbas	2986	1550	2183	2183	3906	2216
Psph|Psph	611	256	818	524	759	373
Snora15|Snora15	0	0	0	0	3	2
Cct6a|Cct6a	5154	2495	1653	2080	2299	1716
Phkg1|Phkg1	547	489	107	454	908	215
Sumf2|Sumf2	1806	940	1527	1673	2147	1864
Chchd2|Chchd2	6385	2459	3809	1853	3523	1734
Zbed5|Zbed5	822	494	326	325	273	243
Nupr1l|Nupr1l	230	176	99	74	47	47
Vkorc1l1|Vkorc1l1	3038	3824	2101	1480	1729	2092
Gusb|Gusb	2151	601	2932	2400	3546	1766
Crcp|Crcp	1307	448	619	760	842	437
Asl|Asl	4664	407	1448	1498	1258	1445
Tpst1|Tpst1	4581	2110	4358	3556	3287	3223
Kctd7|Kctd7	1414	578	2148	845	1103	1118
Rabgef1|Rabgef1	2667	1267	2002	1074	1263	1277
Tmem248|Tmem248	5436	2945	5792	3414	2523	3618
LOC102640199|LOC102640199	0	0	3	0	3	7
Gm6598|Gm6598	1111	2038	2257	803	1038	660
Sbds|Sbds	1767	577	2098	2334	3397	2428
Tyw1|Tyw1	1645	2134	3866	2760	2628	3115
Caln1|Caln1	2853	2658	2425	2309	2211	2276
Gm40336|Gm40336	0	0	0	0	10	16
A330070K13Rik|A330070K13Rik	0	0	0	47	57	12
Gm29681|Gm29681	0	0	0	16	0	53
Wbscr17|Wbscr17	1122	1018	644	2144	853	2360
Gm40338|Gm40338	0	0	99	111	94	61
Gm15627|Gm15627	0	372	157	90	19	125
Gatsl2|Gatsl2	1421	1133	2116	2401	1251	3621
Auts2|Auts2	2633	1856	2044	3011	1896	3397
4930563F08Rik|4930563F08Rik	324	183	159	769	846	667
Gm10051|Gm10051	19	9	3	3	6	7
Wbscr16|Wbscr16	1263	547	590	1351	1194	918
Gtf2ird2|Gtf2ird2	823	601	604	922	966	1021
Ncf1|Ncf1	0	0	0	392	326	310
LOC108169074|LOC108169074	0	0	0	0	0	0
Gtf2i|Gtf2i	7196	2376	5576	10409	7200	9798
Gtf2ird1|Gtf2ird1	2549	1907	3080	3860	2508	2621
Clip2|Clip2	664	447	570	1393	508	1328
Rfc2|Rfc2	2113	388	2075	2245	2980	1780
Lat2|Lat2	0	331	219	1095	1366	729
Eif4h|Eif4h	3565	2479	3550	4697	4108	4105
LOC105244793|LOC105244793	0	0	6	0	4	0
Wbscr27|Wbscr27	861	101	455	287	275	159
Limk1|Limk1	2005	1267	2295	2946	901	2244
Gm10369|Gm10369	206	35	175	268	167	268
Abhd11|Abhd11	2181	890	1732	2551	2431	1759
Abhd11os|Abhd11os	0	0	48	32	46	17
Vps37d|Vps37d	0	0	293	313	73	254
Wbscr22|Wbscr22	2728	1005	1176	2786	2159	2195
Dnajc30|Dnajc30	4793	981	2351	1651	1103	1094
Stx1a|Stx1a	5133	1170	1728	1267	345	1380
Mlxipl|Mlxipl	358	0	0	1178	434	648
Tbl2|Tbl2	5047	4164	4951	2300	1996	2805
Bcl7b|Bcl7b	2332	769	1040	1754	1367	1421
